Orthogroup	Aco	Ath	Atr	CS_A	CS_B	CS_D	CS_Un	Kni	Mpo	Osa	Ptr	Vvi	Zma
OG0063848												VIT_218s0041g01740.1	
OG0063849												VIT_218s0075g00410.1	
OG0063850												VIT_218s0072g01070.1	
OG0063851												VIT_218s0041g01020.1	
OG0063852												VIT_218s0041g00060.1	
OG0063853												VIT_218s0076g00355.1	
OG0063854												VIT_218s0072g00130.1	
OG0063855												VIT_218s0001g07110.1	
OG0063856												VIT_218s0122g00490.1	
OG0063857												VIT_218s0001g11660.1	
OG0063858												VIT_218s0001g08920.1	
OG0063859												VIT_218s0001g09860.1	
OG0063860												VIT_218s0075g00850.1	
OG0063861												VIT_218s0001g10890.1	
OG0063862												VIT_218s0001g00330.1	
OG0063863												VIT_218s0086g00490.1	
OG0063864												VIT_218s0072g00750.1	
OG0063865												VIT_218s0001g15540.1	
OG0063866												VIT_218s0122g00650.1	
OG0063867												VIT_218s0075g00130.2	
OG0063868												VIT_218s0001g10825.1	
OG0063869												VIT_218s0086g00350.1	
OG0063870												VIT_218s0001g13020.1	
OG0063871												VIT_218s0041g01560.1	
OG0063872												VIT_218s0001g09190.1	
OG0063873												VIT_218s0001g07560.1	
OG0063874												VIT_218s0041g02130.1	
OG0063875												VIT_218s0041g01420.1	
OG0063876												VIT_218s0041g01390.1	
OG0063877												VIT_218s0075g00050.1	
OG0063878												VIT_218s0001g09900.1	
OG0063879												VIT_218s0072g00650.1	
OG0063880												VIT_218s0001g01530.1	
OG0063881												VIT_218s0001g03930.1	
OG0063882												VIT_218s0072g00620.1	
OG0063883												VIT_218s0089g00120.1	
OG0063884												VIT_218s0001g03870.1	
OG0063885												VIT_215s0021g01990.1	
OG0063886												VIT_215s0045g00360.1	
OG0063887												VIT_215s0024g01530.1	
OG0063888												VIT_215s0107g00070.1	
OG0063889												VIT_215s0048g00180.1	
OG0063890												VIT_215s0107g00440.1	
OG0063891												VIT_215s0045g00650.1	
OG0063892												VIT_215s0045g01210.1	
OG0063893												VIT_215s0024g01590.1	
OG0063894												VIT_215s0024g00715.1	
OG0063895												VIT_215s0024g01480.1	
OG0063896												VIT_215s0107g00160.1	
OG0063897												VIT_215s0024g01340.1	
OG0063898												VIT_215s0024g01360.1	
OG0063899												VIT_215s0046g02630.1	
OG0063900												VIT_215s0046g02920.1	
OG0063901												VIT_215s0048g01770.1	
OG0063902												VIT_215s0024g01180.1	
OG0063903												VIT_215s0021g00565.1	
OG0063904												VIT_215s0048g00920.1	
OG0063905												VIT_215s0021g01410.1	
OG0063906												VIT_215s0048g00090.1	
OG0063907												VIT_215s0024g01580.1	
OG0063908												VIT_215s0046g03300.1	
OG0063909												VIT_215s0024g00270.1	
OG0063910												VIT_215s0046g00210.1	
OG0063911												VIT_215s0045g00130.1	
OG0063912												VIT_215s0048g01860.1	
OG0063913												VIT_215s0107g00230.1	
OG0063914												VIT_215s0046g03220.1	
OG0063915												VIT_215s0107g00173.1	
OG0063916												VIT_215s0021g00770.1	
OG0063917												VIT_215s0048g00070.1	
OG0063918												VIT_215s0048g00110.1	
OG0063919												VIT_215s0045g00220.1	
OG0063920												VIT_215s0045g00690.1	
OG0063921												VIT_215s0024g00600.1	
OG0063922												VIT_215s0046g01670.1	
OG0063923												VIT_215s0024g00720.1	
OG0063924												VIT_215s0024g00190.1	
OG0063925												VIT_215s0045g00480.1	
OG0063926												VIT_215s0021g02320.1	
OG0063927												VIT_215s0021g01110.1	
OG0063928												VIT_215s0045g00800.1	
OG0063929												VIT_215s0046g01220.1	
OG0063930												VIT_215s0045g01450.1	
OG0063931												VIT_215s0024g01050.1	
OG0063932												VIT_215s0024g00420.1	
OG0063933												VIT_215s0045g00520.1	
OG0063934												VIT_215s0046g00980.1	
OG0063935												VIT_215s0045g01290.1	
OG0063936												VIT_215s0021g00900.1	
OG0063937												VIT_215s0021g02360.1	
OG0063938												VIT_215s0045g00150.1	
OG0063939												VIT_215s0024g01640.1	
OG0063940												VIT_215s0024g01940.1	
OG0063941												VIT_215s0045g01270.1	
OG0063942												VIT_215s0045g00140.1	
OG0063943												VIT_215s0107g00330.1	
OG0063944												VIT_215s0024g01800.1	
OG0063945												VIT_215s0045g00450.1	
OG0063946												VIT_215s0021g01250.1	
OG0063947												VIT_215s0048g00400.1	
OG0063948												VIT_215s0021g02880.1	
OG0063949												VIT_215s0024g01090.1	
OG0063950												VIT_215s0021g02870.1	
OG0063951												VIT_215s0046g02740.1	
OG0063952												VIT_215s0048g02420.1	
OG0063953												VIT_215s0024g01330.1	
OG0063954												VIT_215s0046g00200.1	
OG0063955												VIT_215s0045g00042.1	
OG0063956												VIT_215s0021g00410.1	
OG0063957												VIT_215s0021g01625.1	
OG0063958												VIT_215s0045g00300.1	
OG0063959												VIT_215s0045g00120.1	
OG0063960												VIT_215s0021g00840.1	
OG0063961												VIT_215s0046g02670.1	
OG0063962												VIT_215s0021g02800.1	
OG0063963												VIT_215s0021g01820.1	
OG0063964												VIT_215s0048g00060.1	
OG0063965												VIT_215s0045g00730.1	
OG0063966												VIT_215s0046g02340.1	
OG0063967												VIT_215s0048g01310.1	
OG0063968												VIT_215s0048g01380.1	
OG0063969												VIT_215s0045g00760.1	
OG0063970												VIT_215s0024g00550.1	
OG0063971												VIT_215s0021g00490.1	
OG0063972												VIT_215s0024g01080.1	
OG0063973												VIT_215s0024g01070.1	
OG0063974												VIT_215s0024g01620.1	
OG0063975												VIT_215s0046g00580.1	
OG0063976												VIT_215s0046g02780.1	
OG0063977												VIT_215s0048g00570.1	
OG0063978												VIT_215s0045g01280.1	
OG0063979												VIT_215s0048g00050.1	
OG0063980												VIT_215s0046g00620.1	
OG0063981												VIT_215s0021g00870.1	
OG0063982												VIT_215s0045g01253.1	
OG0063983												VIT_215s0024g01300.1	
OG0063984												VIT_215s0024g00770.1	
OG0063985												VIT_215s0024g01520.1	
OG0063986												VIT_215s0021g01950.1	
OG0063987												VIT_215s0021g01740.1	
OG0063988												VIT_215s0048g00130.1	
OG0063989												VIT_215s0045g00320.1	
OG0063990												VIT_215s0024g00250.1	
OG0063991												VIT_215s0021g01190.1	
OG0063992												VIT_215s0021g02500.1	
OG0063993												VIT_215s0048g01025.1	
OG0063994												VIT_215s0045g00490.1	
OG0063995												VIT_215s0021g00180.1	
OG0063996												VIT_215s0024g01600.1	
OG0063997												VIT_215s0021g01780.1	
OG0063998												VIT_215s0045g01060.1	
OG0063999												VIT_215s0045g01480.1	
OG0064000												VIT_215s0107g00520.1	
OG0064001												VIT_215s0024g01040.1	
OG0064002												VIT_215s0024g01626.1	
OG0064003												VIT_215s0046g01180.1	
OG0064004												VIT_215s0024g01215.1	
OG0064005												VIT_215s0046g03250.1	
OG0064006												VIT_215s0024g01710.1	
OG0064007												VIT_215s0046g03320.1	
OG0064008												VIT_215s0021g00550.1	
OG0064009												VIT_215s0048g00010.1	
OG0064010												VIT_215s0024g00500.1	
OG0064011												VIT_215s0021g00730.1	
OG0064012												VIT_215s0021g00260.1	
OG0064013												VIT_215s0048g02790.1	
OG0064014												VIT_215s0048g01895.1	
OG0064015												VIT_215s0046g02470.1	
OG0064016												VIT_215s0046g03640.1	
OG0064017												VIT_215s0046g03540.1	
OG0064018												VIT_215s0021g01800.1	
OG0064019												VIT_215s0024g00630.1	
OG0064020												VIT_215s0021g00820.1	
OG0064021												VIT_215s0024g01160.1	
OG0064022												VIT_215s0045g01500.1	
OG0064023												VIT_215s0045g00830.1	
OG0064024												VIT_215s0107g00390.1	
OG0064025												VIT_215s0046g03530.1	
OG0064026												VIT_215s0046g01850.1	
OG0064027												VIT_215s0046g00840.1	
OG0064028												VIT_215s0024g00760.1	
OG0064029												VIT_215s0021g00580.1	
OG0064030												VIT_215s0046g01490.1	
OG0064031												VIT_215s0024g00780.1	
OG0064032												VIT_215s0021g01050.1	
OG0064033												VIT_215s0048g00880.1	
OG0064034												VIT_215s0046g01520.1	
OG0064035												VIT_215s0021g01710.1	
OG0064036												VIT_215s0024g01550.1	
OG0064037												VIT_215s0048g00150.1	
OG0064038												VIT_215s0045g00750.1	
OG0064039												VIT_215s0046g02590.1	
OG0064040												VIT_215s0107g00190.1	
OG0064041												VIT_215s0048g02800.1	
OG0064042												VIT_215s0024g01190.1	
OG0064043												VIT_215s0024g01810.1	
OG0064044												VIT_215s0021g00110.1	
OG0064045												VIT_215s0024g01210.1	
OG0064046												VIT_215s0048g00480.1	
OG0064047												VIT_215s0024g01850.1	
OG0064048												VIT_215s0048g02328.1	
OG0064049												VIT_215s0046g01650.1	
OG0064050												VIT_215s0048g02040.1	
OG0064051												VIT_215s0021g02400.1	
OG0064052												VIT_215s0045g00020.1	
OG0064053												VIT_215s0045g01510.1	
OG0064054												VIT_215s0024g00490.1	
OG0064055												VIT_215s0048g01910.1	
OG0064056												VIT_215s0021g00700.1	
OG0064057												VIT_215s0046g03510.1	
OG0064058												VIT_215s0024g01450.1	
OG0064059												VIT_215s0045g01470.1	
OG0064060												VIT_215s0024g00670.1	
OG0064061												VIT_215s0024g01150.1	
OG0064062												VIT_215s0024g01230.1	
OG0064063												VIT_215s0048g01460.1	
OG0064064												VIT_215s0045g01370.1	
OG0064065												VIT_215s0048g00290.1	
OG0064066												VIT_215s0021g01290.1	
OG0064067												VIT_215s0024g00130.1	
OG0064068												VIT_215s0045g01600.1	
OG0064069												VIT_215s0107g00176.1	
OG0064070												VIT_215s0024g01110.1	
OG0064071												VIT_215s0024g01820.1	
OG0064072												VIT_215s0024g01770.1	
OG0064073												VIT_215s0024g01950.1	
OG0064074												VIT_212s0034g00120.1	
OG0064075												VIT_212s0057g01150.1	
OG0064076												VIT_212s0035g01310.1	
OG0064077												VIT_212s0035g01760.1	
OG0064078												VIT_212s0028g01610.1	
OG0064079												VIT_212s0034g02030.1	
OG0064080												VIT_212s0034g02300.1	
OG0064081												VIT_212s0134g00480.3	
OG0064082												VIT_212s0057g00612.1	
OG0064083												VIT_212s0028g03710.1	
OG0064084												VIT_212s0035g00170.1	
OG0064085												VIT_212s0028g01040.1	
OG0064086												VIT_212s0028g03500.1	
OG0064087												VIT_212s0034g00070.1	
OG0064088												VIT_212s0134g00620.1	
OG0064089												VIT_212s0121g00325.1	
OG0064090												VIT_212s0055g00650.1	
OG0064091												VIT_212s0055g00570.1	
OG0064092												VIT_212s0034g00490.1	
OG0064093												VIT_212s0057g01515.1	
OG0064094												VIT_212s0034g01690.1	
OG0064095												VIT_212s0034g01640.1	
OG0064096												VIT_212s0055g00300.1	
OG0064097												VIT_212s0059g01910.1	
OG0064098												VIT_212s0059g01990.1	
OG0064099												VIT_212s0035g00805.1	
OG0064100												VIT_212s0034g01530.1	
OG0064101												VIT_212s0034g01800.1	
OG0064102												VIT_212s0057g00745.1	
OG0064103												VIT_212s0028g02940.1	
OG0064104												VIT_212s0034g01360.1	
OG0064105												VIT_212s0134g00290.1	
OG0064106												VIT_212s0035g00290.1	
OG0064107												VIT_212s0028g02970.1	
OG0064108												VIT_212s0035g00740.1	
OG0064109												VIT_212s0134g00080.1	
OG0064110												VIT_212s0121g00360.1	
OG0064111												VIT_212s0057g00810.1	
OG0064112												VIT_212s0034g02480.1	
OG0064113												VIT_212s0028g01010.1	
OG0064114												VIT_212s0059g02090.1	
OG0064115												VIT_212s0055g01120.1	
OG0064116												VIT_212s0121g00090.1	
OG0064117												VIT_212s0035g01070.1	
OG0064118												VIT_212s0028g02310.1	
OG0064119												VIT_212s0028g01515.1	
OG0064120												VIT_212s0035g00940.1	
OG0064121												VIT_212s0035g01190.1	
OG0064122												VIT_212s0035g01320.1	
OG0064123												VIT_212s0035g00820.1	
OG0064124												VIT_212s0142g00640.1	
OG0064125												VIT_212s0035g01480.1	
OG0064126												VIT_212s0059g01440.1	
OG0064127												VIT_212s0034g01940.1	
OG0064128												VIT_212s0142g00210.1	
OG0064129												VIT_212s0028g00550.1	
OG0064130												VIT_212s0059g01050.1	
OG0064131												VIT_212s0028g02790.1	
OG0064132												VIT_212s0028g03530.1	
OG0064133												VIT_212s0034g02290.1	
OG0064134												VIT_212s0028g00490.1	
OG0064135												VIT_212s0035g00370.1	
OG0064136												VIT_212s0028g03291.1	
OG0064137												VIT_212s0121g00370.1	
OG0064138												VIT_212s0059g01080.2	
OG0064139												VIT_212s0142g00080.1	
OG0064140												VIT_212s0057g00360.1	
OG0064141												VIT_212s0134g00190.1	
OG0064142												VIT_212s0057g00730.1	
OG0064143												VIT_212s0055g01270.1	
OG0064144												VIT_212s0034g01730.1	
OG0064145												VIT_212s0057g01190.1	
OG0064146												VIT_212s0028g01950.1	
OG0064147												VIT_212s0034g00010.1	
OG0064148												VIT_212s0034g01590.1	
OG0064149												VIT_212s0121g00270.1	
OG0064150												VIT_212s0034g00920.1	
OG0064151												VIT_212s0059g02330.1	
OG0064152												VIT_212s0028g01500.1	
OG0064153												VIT_212s0035g01290.1	
OG0064154												VIT_212s0055g01045.1	
OG0064155												VIT_212s0057g01120.1	
OG0064156												VIT_212s0028g00100.1	
OG0064157												VIT_212s0034g01880.1	
OG0064158												VIT_212s0035g00580.1	
OG0064159												VIT_212s0028g01960.1	
OG0064160												VIT_212s0028g03580.1	
OG0064161												VIT_212s0034g00350.1	
OG0064162												VIT_212s0035g00870.1	
OG0064163												VIT_212s0035g02170.1	
OG0064164												VIT_212s0059g00680.1	
OG0064165												VIT_212s0134g00380.1	
OG0064166												VIT_212s0034g01650.1	
OG0064167												VIT_212s0059g02610.1	
OG0064168												VIT_212s0034g00700.1	
OG0064169												VIT_212s0028g01860.1	
OG0064170												VIT_212s0055g00530.1	
OG0064171												VIT_212s0028g01660.1	
OG0064172												VIT_212s0035g01240.1	
OG0064173												VIT_212s0034g00520.1	
OG0064174												VIT_212s0035g00460.1	
OG0064175												VIT_212s0121g00340.1	
OG0064176												VIT_212s0055g01080.1	
OG0064177												VIT_212s0034g01040.1	
OG0064178												VIT_212s0142g00410.1	
OG0064179												VIT_212s0035g00390.1	
OG0064180												VIT_212s0034g00690.1	
OG0064181												VIT_212s0134g00070.1	
OG0064182												VIT_212s0059g00240.1	
OG0064183												VIT_212s0035g01755.3	
OG0064184												VIT_212s0057g00614.1	
OG0064185												VIT_212s0142g00350.1	
OG0064186												VIT_212s0055g00610.1	
OG0064187												VIT_212s0028g03000.1	
OG0064188												VIT_212s0121g00130.1	
OG0064189												VIT_212s0055g01280.1	
OG0064190												VIT_212s0028g01700.1	
OG0064191												VIT_212s0059g01610.1	
OG0064192												VIT_212s0028g00080.1	
OG0064193												VIT_212s0028g02460.1	
OG0064194												VIT_212s0057g00490.1	
OG0064195												VIT_212s0055g00260.1	
OG0064196												VIT_212s0034g01050.2	
OG0064197												VIT_212s0034g02120.1	
OG0064198												VIT_212s0059g00460.1	
OG0064199												VIT_212s0059g02170.1	
OG0064200												VIT_212s0035g01110.1	
OG0064201												VIT_212s0059g01515.1	
OG0064202												VIT_212s0035g00006.1	
OG0064203												VIT_212s0034g00330.1	
OG0064204												VIT_212s0028g02910.1	
OG0064205												VIT_212s0034g01060.1	
OG0064206												VIT_212s0034g02090.1	
OG0064207												VIT_212s0034g02600.1	
OG0064208												VIT_212s0035g01300.1	
OG0064209												VIT_212s0035g00100.1	
OG0064210												VIT_212s0121g00400.1	
OG0064211												VIT_212s0057g00050.1	
OG0064212												VIT_212s0035g00160.1	
OG0064213												VIT_212s0034g01960.1	
OG0064214												VIT_212s0035g01930.1	
OG0064215												VIT_212s0121g00030.1	
OG0064216												VIT_212s0178g00100.1	
OG0064217												VIT_212s0028g00910.1	
OG0064218												VIT_212s0028g03820.1	
OG0064219												VIT_212s0028g01890.1	
OG0064220												VIT_212s0059g02240.1	
OG0064221												VIT_212s0059g00440.1	
OG0064222												VIT_212s0034g00225.1	
OG0064223												VIT_212s0055g01210.1	
OG0064224												VIT_212s0028g03250.1	
OG0064225												VIT_212s0034g00800.1	
OG0064226												VIT_212s0057g00040.1	
OG0064227												VIT_212s0028g01060.1	
OG0064228												VIT_212s0035g01210.2	
OG0064229												VIT_212s0034g00480.1	
OG0064230												VIT_212s0035g02160.1	
OG0064231												VIT_212s0059g01840.1	
OG0064232												VIT_212s0034g01500.1	
OG0064233												VIT_212s0035g00430.1	
OG0064234												VIT_212s0059g00590.1	
OG0064235												VIT_212s0034g00020.1	
OG0064236												VIT_212s0142g00541.1	
OG0064237												VIT_212s0028g00480.1	
OG0064238												VIT_212s0057g01520.1	
OG0064239												VIT_212s0035g00730.1	
OG0064240												VIT_212s0035g00980.1	
OG0064241												VIT_212s0055g00120.1	
OG0064242												VIT_212s0035g01550.1	
OG0064243												VIT_212s0035g00050.1	
OG0064244												VIT_212s0034g00892.1	
OG0064245												VIT_212s0028g00680.1	
OG0064246												VIT_212s0121g00250.1	
OG0064247												VIT_212s0028g01590.1	
OG0064248												VIT_212s0134g00530.1	
OG0064249												VIT_212s0055g01060.1	
OG0064250												VIT_212s0035g02090.1	
OG0064251												VIT_212s0034g01540.1	
OG0064252												VIT_212s0028g01510.1	
OG0064253												VIT_212s0034g01300.1	
OG0064254												VIT_212s0055g00890.1	
OG0064255												VIT_212s0059g00330.1	
OG0064256												VIT_212s0059g00020.1	
OG0064257												VIT_212s0034g00340.1	
OG0064258												VIT_212s0059g00720.1	
OG0064259												VIT_212s0028g02730.1	
OG0064260												VIT_212s0121g00420.1	
OG0064261												VIT_212s0034g01670.1	
OG0064262												VIT_212s0035g00650.1	
OG0064263												VIT_212s0034g01380.1	
OG0064264												VIT_212s0055g00720.1	
OG0064265												VIT_212s0035g00090.1	
OG0064266												VIT_212s0121g00110.1	
OG0064267												VIT_212s0055g01290.1	
OG0064268												VIT_212s0059g01020.1	
OG0064269												VIT_212s0028g03400.1	
OG0064270												VIT_212s0055g00990.1	
OG0064271												VIT_212s0059g01410.1	
OG0064272												VIT_212s0028g02120.1	
OG0064273												VIT_212s0028g01680.1	
OG0064274												VIT_212s0059g01880.1	
OG0064275												VIT_212s0059g01360.1	
OG0064276												VIT_212s0055g00730.1	
OG0064277												VIT_212s0028g01020.1	
OG0064278												VIT_212s0121g00310.1	
OG0064279												VIT_212s0134g00100.1	
OG0064280												VIT_212s0028g02330.1	
OG0064281												VIT_212s0035g00120.1	
OG0064282												VIT_212s0034g01620.1	
OG0064283												VIT_212s0121g00100.1	
OG0064284												VIT_212s0059g02540.1	
OG0064285												VIT_212s0028g03970.1	
OG0064286												VIT_212s0028g01690.1	
OG0064287												VIT_212s0034g01290.1	
OG0064288												VIT_212s0055g00760.1	
OG0064289												VIT_212s0059g01770.1	
OG0064290												VIT_212s0059g00480.1	
OG0064291												VIT_212s0028g03980.1	
OG0064292												VIT_212s0034g00940.1	
OG0064293												VIT_212s0034g02420.1	
OG0064294												VIT_212s0059g00490.1	
OG0064295												VIT_212s0055g00440.1	
OG0064296												VIT_212s0034g02130.1	
OG0064297												VIT_212s0142g00030.1	
OG0064298												VIT_212s0034g00090.1	
OG0064299												VIT_212s0059g00510.1	
OG0064300												VIT_212s0034g00450.1	
OG0064301												VIT_210s0116g01080.1	
OG0064302												VIT_210s0116g00690.1	
OG0064303												VIT_210s0635g00005.1	
OG0064304												VIT_210s0116g01100.1	
OG0064305												VIT_210s0116g01110.1	
OG0064306												VIT_210s0116g00930.1	
OG0064307												VIT_210s0116g01470.1	
OG0064308												VIT_210s0116g00610.1	
OG0064309												VIT_204s0008g00040.1	
OG0064310												VIT_201s0011g00260.1	
OG0064311												VIT_201s0155g00032.1	
OG0064312												VIT_201s0011g00020.1	
OG0064313												VIT_202s0033g00030.1	
OG0064314												VIT_202s0154g00270.1	
OG0064315												VIT_202s0012g02560.1	
OG0064316												VIT_202s0234g00030.1	
OG0064317												VIT_202s0025g02220.1	
OG0064318												VIT_202s0033g00510.1	
OG0064319												VIT_202s0087g00850.1	
OG0064320												VIT_202s0012g02440.1	
OG0064321												VIT_202s0025g03110.1	
OG0064322												VIT_202s0033g00780.1	
OG0064323												VIT_202s0033g01390.1	
OG0064324												VIT_202s0033g00650.1	
OG0064325												VIT_202s0025g04860.1	
OG0064326												VIT_202s0025g03800.1	
OG0064327												VIT_202s0012g02300.1	
OG0064328												VIT_202s0025g05040.1	
OG0064329												VIT_202s0025g05020.1	
OG0064330												VIT_202s0033g00350.1	
OG0064331												VIT_202s0033g00250.1	
OG0064332												VIT_202s0025g03830.1	
OG0064333												VIT_202s0012g02150.1	
OG0064334												VIT_202s0025g04375.1	
OG0064335												VIT_202s0087g00350.1	
OG0064336												VIT_202s0025g00190.1	
OG0064337												VIT_202s0025g04430.1	
OG0064338												VIT_202s0012g02490.1	
OG0064339												VIT_202s0087g00060.1	
OG0064340												VIT_202s0109g00290.1	
OG0064341												VIT_202s0012g02125.1	
OG0064342												VIT_202s0033g00480.1	
OG0064343												VIT_202s0033g00203.1	
OG0064344												VIT_202s0025g04450.1	
OG0064345												VIT_202s0012g03100.1	
OG0064346												VIT_202s0087g00310.1	
OG0064347												VIT_202s0033g00550.1	
OG0064348												VIT_202s0109g00410.1	
OG0064349												VIT_202s0012g02450.1	
OG0064350												VIT_202s0236g00170.1	
OG0064351												VIT_202s0025g03810.1	
OG0064352												VIT_202s0033g00920.1	
OG0064353												VIT_202s0025g03990.1	
OG0064354												VIT_202s0025g01210.1	
OG0064355												VIT_202s0033g01290.1	
OG0064356												VIT_202s0033g00360.1	
OG0064357												VIT_202s0087g00920.1	
OG0064358												VIT_202s0012g01950.1	
OG0064359												VIT_202s0025g00010.1	
OG0064360												VIT_202s0033g01010.1	
OG0064361												VIT_202s0025g00870.1	
OG0064362												VIT_202s0087g00592.1	
OG0064363												VIT_202s0033g00370.1	
OG0064364												VIT_202s0012g00655.1	
OG0064365												VIT_202s0033g00810.1	
OG0064366												VIT_202s0012g01426.1	
OG0064367												VIT_202s0025g03850.1	
OG0064368												VIT_202s0154g00030.1	
OG0064369												VIT_202s0033g00310.1	
OG0064370												VIT_202s0012g02680.1	
OG0064371												VIT_202s0033g00970.1	
OG0064372												VIT_202s0012g01380.1	
OG0064373												VIT_202s0025g00590.1	
OG0064374												VIT_202s0087g00200.1	
OG0064375												VIT_202s0012g01600.1	
OG0064376												VIT_202s0154g00360.1	
OG0064377												VIT_202s0109g00445.1	
OG0064378												VIT_202s0109g00280.1	
OG0064379												VIT_202s0033g00623.1	
OG0064380												VIT_202s0012g01530.1	
OG0064381												VIT_202s0012g01490.1	
OG0064382												VIT_202s0012g02970.1	
OG0064383												VIT_202s0012g02610.1	
OG0064384												VIT_202s0025g02810.1	
OG0064385												VIT_202s0025g02210.1	
OG0064386												VIT_202s0025g00520.1	
OG0064387												VIT_202s0033g01250.1	
OG0064388												VIT_202s0025g04240.1	
OG0064389												VIT_202s0087g00990.1	
OG0064390												VIT_202s0025g02380.1	
OG0064391												VIT_202s0012g01350.1	
OG0064392												VIT_202s0025g01960.1	
OG0064393												VIT_202s0012g02200.1	
OG0064394												VIT_202s0087g00980.1	
OG0064395												VIT_202s0033g00710.1	
OG0064396												VIT_202s0012g02470.1	
OG0064397												VIT_202s0236g00110.1	
OG0064398												VIT_202s0025g03340.1	
OG0064399												VIT_202s0012g00690.1	
OG0064400												VIT_202s0012g02280.1	
OG0064401												VIT_202s0012g02840.1	
OG0064402												VIT_202s0087g00300.1	
OG0064403												VIT_202s0025g02940.1	
OG0064404												VIT_202s0025g03020.1	
OG0064405												VIT_202s0012g02690.1	
OG0064406												VIT_202s0012g01560.1	
OG0064407												VIT_202s0033g00070.1	
OG0064408												VIT_202s0025g03160.1	
OG0064409												VIT_202s0012g00420.1	
OG0064410												VIT_202s0025g00960.1	
OG0064411												VIT_202s0012g01130.1	
OG0064412												VIT_202s0012g02650.1	
OG0064413												VIT_202s0025g03875.1	
OG0064414												VIT_202s0012g03200.1	
OG0064415												VIT_202s0033g01230.1	
OG0064416												VIT_202s0012g01370.1	
OG0064417												VIT_202s0087g00450.1	
OG0064418												VIT_202s0025g01800.1	
OG0064419												VIT_202s0012g00050.1	
OG0064420												VIT_202s0012g00520.1	
OG0064421												VIT_202s0087g00500.1	
OG0064422												VIT_202s0025g00300.1	
OG0064423												VIT_202s0012g01820.1	
OG0064424												VIT_202s0241g00130.1	
OG0064425												VIT_202s0025g04950.1	
OG0064426												VIT_202s0241g00030.1	
OG0064427												VIT_202s0025g02030.1	
OG0064428												VIT_202s0012g02210.1	
OG0064429												VIT_202s0154g00120.1	
OG0064430												VIT_202s0012g00790.1	
OG0064431												VIT_202s0025g02230.1	
OG0064432												VIT_202s0033g00620.1	
OG0064433												VIT_202s0033g00040.1	
OG0064434												VIT_202s0025g03080.1	
OG0064435												VIT_202s0025g03820.1	
OG0064436												VIT_202s0025g02490.1	
OG0064437												VIT_202s0241g00150.1	
OG0064438												VIT_202s0012g01070.1	
OG0064439												VIT_202s0087g00890.1	
OG0064440												VIT_202s0025g02165.1	
OG0064441												VIT_202s0087g00780.1	
OG0064442												VIT_202s0012g02500.1	
OG0064443												VIT_202s0012g02400.1	
OG0064444												VIT_202s0012g01150.1	
OG0064445												VIT_202s0025g00940.1	
OG0064446												VIT_202s0012g00040.1	
OG0064447												VIT_202s0236g00160.1	
OG0064448												VIT_202s0025g04870.1	
OG0064449												VIT_202s0025g01930.1	
OG0064450												VIT_202s0012g01970.1	
OG0064451												VIT_202s0025g00680.1	
OG0064452												VIT_202s0025g02180.4	
OG0064453												VIT_202s0087g00860.1	
OG0064454												VIT_202s0012g01980.1	
OG0064455												VIT_202s0025g02100.1	
OG0064456												VIT_202s0012g01230.1	
OG0064457												VIT_202s0087g00150.1	
OG0064458												VIT_202s0012g00940.1	
OG0064459												VIT_202s0234g00120.3	
OG0064460												VIT_202s0025g04470.1	
OG0064461												VIT_202s0025g03350.1	
OG0064462												VIT_202s0012g02170.1	
OG0064463												VIT_202s0109g00320.1	
OG0064464												VIT_202s0012g02140.1	
OG0064465												VIT_202s0012g00860.1	
OG0064466												VIT_202s0234g00085.1	
OG0064467												VIT_202s0012g00770.1	
OG0064468												VIT_202s0012g01520.1	
OG0064469												VIT_202s0109g00190.1	
OG0064470												VIT_202s0033g01220.1	
OG0064471												VIT_202s0025g00910.1	
OG0064472												VIT_202s0012g02080.1	
OG0064473												VIT_202s0488g00030.1	
OG0064474												VIT_202s0033g01100.1	
OG0064475												VIT_202s0012g01740.1	
OG0064476												VIT_202s0033g01130.1	
OG0064477												VIT_202s0033g00720.1	
OG0064478												VIT_202s0025g04040.1	
OG0064479												VIT_202s0012g02430.1	
OG0064480												VIT_202s0154g00560.1	
OG0064481												VIT_202s0012g01290.1	
OG0064482												VIT_202s0025g00060.1	
OG0064483												VIT_202s0025g00920.1	
OG0064484												VIT_202s0025g03955.1	
OG0064485												VIT_202s0087g00940.1	
OG0064486												VIT_202s0025g03843.1	
OG0064487												VIT_202s0012g00010.1	
OG0064488												VIT_202s0025g00020.1	
OG0064489												VIT_205s0077g00400.1	
OG0064490												VIT_205s0077g00380.1	
OG0064491												VIT_205s0077g00310.1	
OG0064492												VIT_200s0332g00080.1	
OG0064493												VIT_200s2768g00005.1	
OG0064494												VIT_200s0513g00010.1	
OG0064495												VIT_200s0208g00130.1	
OG0064496												VIT_200s1536g00010.1	
OG0064497												VIT_200s1045g00020.1	
OG0064498												VIT_200s0258g00145.1	
OG0064499												VIT_200s0286g00120.1	
OG0064500												VIT_200s0160g00038.1	
OG0064501												VIT_200s0187g00050.1	
OG0064502												VIT_200s0301g00130.1	
OG0064503												VIT_200s1313g00020.1	
OG0064504												VIT_200s0265g00100.1	
OG0064505												VIT_200s2395g00010.1	
OG0064506												VIT_200s0480g00080.1	
OG0064507												VIT_200s1512g00010.1	
OG0064508												VIT_200s0404g00030.1	
OG0064509												VIT_200s0189g00080.1	
OG0064510												VIT_200s0188g00220.1	
